,Open,High,Low,Close,Adj Close,Volume,BTC,isPartial
2020-11-02,99.70240020751953,99.70240020751953,99.70240020751953,99.70240020751953,99.70240020751953,1,19.0,False
2020-11-03,99.66500091552734,99.66500091552734,99.66500091552734,99.66500091552734,99.66500091552734,1,17.0,False
2020-11-04,99.95999908447266,99.9800033569336,99.95899963378906,99.97480010986328,99.97480010986328,2561,18.0,False
2020-11-05,99.99870300292969,99.99870300292969,99.99870300292969,99.99870300292969,99.99870300292969,1,27.0,False
2020-11-06,99.88999938964844,99.94000244140625,99.88999938964844,99.90480041503906,99.90480041503906,1001,30.0,False
2020-11-09,99.70999908447266,99.74629974365234,99.70099639892578,99.74629974365234,99.74629974365234,4126,23.0,False
2020-11-10,99.68900299072266,99.68900299072266,99.63999938964844,99.63999938964844,99.63999938964844,100,20.0,False
2020-11-11,99.66899871826172,99.66999816894531,99.6552963256836,99.6552963256836,99.6552963256836,1004,19.0,False
2020-11-12,99.78900146484375,99.79000091552734,99.77410125732422,99.77410125732422,99.77410125732422,4256,22.0,False
2020-11-13,99.77059936523438,99.77059936523438,99.77059936523438,99.77059936523438,99.77059936523438,1,27.0,False
2020-11-16,99.79900360107422,99.80000305175781,99.7699966430664,99.7699966430664,99.7699966430664,876,24.0,False
2020-11-17,99.8499984741211,99.8499984741211,99.8499984741211,99.8499984741211,99.8499984741211,1,35.0,False
2020-11-19,99.88999938964844,99.88999938964844,99.88999938964844,99.88999938964844,99.88999938964844,1,29.0,False
2020-11-20,99.91000366210938,99.94000244140625,99.91000366210938,99.91500091552734,99.91500091552734,4981,33.0,False
2020-11-23,99.89900207519531,99.9000015258789,99.88500213623047,99.88500213623047,99.88500213623047,553,27.0,False
2020-11-24,99.88500213623047,99.88500213623047,99.88500213623047,99.88500213623047,99.88500213623047,1,40.0,False
2020-11-25,99.95999908447266,99.95999908447266,99.91000366210938,99.91000366210938,99.91000366210938,701,29.0,False
2020-11-27,99.98999786376953,99.98999786376953,99.98999786376953,99.98999786376953,99.98999786376953,1,27.0,False
2020-11-30,100.06999969482422,100.06999969482422,100.04499816894531,100.04499816894531,100.04499816894531,2066,33.0,False
2020-12-01,99.87999725341797,99.91899871826172,99.87999725341797,99.90059661865234,99.90059661865234,1100,34.0,False
2020-12-02,99.875,99.875,99.875,99.875,99.875,1,26.0,False
2020-12-03,99.9749984741211,99.9749984741211,99.9749984741211,99.9749984741211,99.9749984741211,1,26.0,False
2020-12-04,99.86080169677734,99.86080169677734,99.86080169677734,99.86080169677734,99.86080169677734,1,24.0,False
2020-12-07,99.9800033569336,99.9800033569336,99.95500183105469,99.95500183105469,99.95500183105469,1800,23.0,False
2020-12-08,100.00900268554688,100.00900268554688,99.97000122070312,99.97000122070312,99.97000122070312,1303,23.0,False
2020-12-09,99.86000061035156,99.86000061035156,99.84500122070312,99.8550033569336,99.8550033569336,1650,24.0,False
2020-12-10,99.91000366210938,99.94999694824219,99.9031982421875,99.93000030517578,99.93000030517578,3907,20.0,False
2020-12-11,100.01609802246094,100.01609802246094,100.01609802246094,100.01609802246094,100.01609802246094,33,23.0,False
2020-12-14,100.01899719238281,100.0199966430664,99.99500274658203,99.99500274658203,99.99500274658203,425,21.0,False
2020-12-15,100.01000213623047,100.01000213623047,100.00499725341797,100.00499725341797,100.00499725341797,1351,22.0,False
2020-12-16,100.00499725341797,100.00499725341797,100.00499725341797,100.00499725341797,100.00499725341797,39,40.0,False
2020-12-17,100.08999633789062,100.08999633789062,99.99500274658203,99.99500274658203,99.99500274658203,1218,61.0,False
2020-12-18,100.0000991821289,100.0000991821289,99.98500061035156,99.98500061035156,99.98500061035156,1000,37.0,False
2020-12-21,99.98899841308594,99.98999786376953,99.96009826660156,99.96009826660156,99.96009826660156,2345,38.0,False
2020-12-22,100.02999877929688,100.02999877929688,100.02999877929688,100.02999877929688,100.02999877929688,10,29.0,False
2020-12-23,99.98999786376953,100.0,99.98999786376953,99.99009704589844,99.99009704589844,1414,30.0,False
2020-12-24,100.02670288085938,100.02670288085938,100.02670288085938,100.02670288085938,100.02670288085938,2,29.0,False
2020-12-28,100.06300354003906,100.06300354003906,100.06300354003906,100.06300354003906,100.06300354003906,2,43.0,False
2020-12-29,100.06500244140625,100.06500244140625,100.06500244140625,100.06500244140625,100.06500244140625,2,35.0,False
2020-12-30,100.10459899902344,100.10459899902344,100.10459899902344,100.10459899902344,100.10459899902344,2,43.0,False
2020-12-31,100.16000366210938,100.16000366210938,100.15499877929688,100.15499877929688,100.15499877929688,102,44.0,False
2021-01-04,100.1229019165039,100.1229019165039,100.1229019165039,100.1229019165039,100.1229019165039,2,63.0,False
2021-01-05,100.05999755859375,100.07990264892578,100.05000305175781,100.05000305175781,100.05000305175781,751,56.0,False
2021-01-06,99.85900115966797,99.87460327148438,99.85900115966797,99.87460327148438,99.87460327148438,109,60.0,False
2021-01-07,99.83000183105469,99.83000183105469,99.78500366210938,99.8136978149414,99.8136978149414,2099,90.0,False
2021-01-08,99.7249984741211,99.7249984741211,99.7249984741211,99.7249984741211,99.7249984741211,3,85.0,False
2021-01-12,99.66470336914062,99.66470336914062,99.66470336914062,99.66470336914062,99.66470336914062,1,75.0,False
2021-01-13,99.75689697265625,99.75689697265625,99.75689697265625,99.75689697265625,99.75689697265625,66,55.0,False
2021-01-14,99.81999969482422,99.81999969482422,99.72699737548828,99.72699737548828,99.72699737548828,333,63.0,False
2021-01-15,99.80770111083984,99.80770111083984,99.80770111083984,99.80770111083984,99.80770111083984,1,56.0,False
2021-01-19,99.83499908447266,99.83499908447266,99.83499908447266,99.83499908447266,99.83499908447266,2,44.0,False
2021-01-20,99.83570098876953,99.83570098876953,99.83570098876953,99.83570098876953,99.83570098876953,3,42.0,False
2021-01-21,99.79499816894531,99.79499816894531,99.79499816894531,99.79499816894531,99.79499816894531,193,49.0,False
2021-01-22,99.83489990234375,99.83489990234375,99.83489990234375,99.83489990234375,99.83489990234375,66,56.0,False
2021-01-25,99.91719818115234,99.91719818115234,99.91719818115234,99.91719818115234,99.91719818115234,66,45.0,False
2021-01-26,99.94999694824219,99.94999694824219,99.88999938964844,99.91500091552734,99.91500091552734,841,38.0,False
2021-01-27,99.89630126953125,99.89630126953125,99.89630126953125,99.89630126953125,99.89630126953125,1,40.0,False
2021-01-28,99.85489654541016,99.85489654541016,99.85489654541016,99.85489654541016,99.85489654541016,1,43.0,False
2021-01-29,99.8489990234375,99.84929656982422,99.8489990234375,99.84929656982422,99.84929656982422,1503,68.0,False
2021-02-01,99.87999725341797,99.87999725341797,99.87100219726562,99.87100219726562,99.87100219726562,702,42.0,False
2021-02-02,99.80960083007812,99.80960083007812,99.80960083007812,99.80960083007812,99.80960083007812,2,38.0,False
2021-02-03,99.78900146484375,99.80000305175781,99.76499938964844,99.76499938964844,99.76499938964844,800,43.0,False
2021-02-04,99.78500366210938,99.78500366210938,99.78500366210938,99.78500366210938,99.78500366210938,2,42.0,False
2021-02-05,99.7615966796875,99.7615966796875,99.7615966796875,99.7615966796875,99.7615966796875,1502,39.0,False
2021-02-08,99.80999755859375,99.80999755859375,99.75240325927734,99.75240325927734,99.75240325927734,3318,79.0,False
2021-02-09,99.83000183105469,99.83999633789062,99.7699966430664,99.78500366210938,99.78500366210938,6819,88.0,False
2021-02-10,99.8499984741211,99.87139892578125,99.8499984741211,99.87139892578125,99.87139892578125,351,63.0,False
2021-02-11,99.8550033569336,99.86509704589844,99.8550033569336,99.86509704589844,99.86509704589844,531,61.0,False
2021-02-12,99.81900024414062,99.81900024414062,99.78459930419922,99.78459930419922,99.78459930419922,1878,57.0,False
2021-02-16,99.58899688720703,99.5999984741211,99.52909851074219,99.52909851074219,99.52909851074219,4815,60.0,False
2021-02-17,99.55999755859375,99.58000183105469,99.55999755859375,99.56500244140625,99.56500244140625,1864,70.0,False
2021-02-18,99.58499908447266,99.58499908447266,99.58499908447266,99.58499908447266,99.58499908447266,9,59.0,False
2021-02-19,99.45500183105469,99.45500183105469,99.45500183105469,99.45500183105469,99.45500183105469,598,70.0,False
2021-02-22,99.3550033569336,99.3550033569336,99.3550033569336,99.3550033569336,99.3550033569336,1578,85.0,False
2021-02-23,99.41799926757812,99.4198989868164,99.3988037109375,99.3988037109375,99.3988037109375,401,100.0,False
2021-02-24,99.3644027709961,99.3644027709961,99.3644027709961,99.3644027709961,99.3644027709961,12,75.0,False
2021-02-25,98.91010284423828,98.91010284423828,98.7531967163086,98.7531967163086,98.7531967163086,304,54.0,False
2021-02-26,98.98310089111328,98.98310089111328,98.98310089111328,98.98310089111328,98.98310089111328,70,61.0,False
2021-03-01,99.05719757080078,99.10759735107422,99.05719757080078,99.10759735107422,99.10759735107422,407,54.0,False
2021-03-02,99.19000244140625,99.19000244140625,99.16000366210938,99.18000030517578,99.18000030517578,965,49.0,False
2021-03-03,98.98999786376953,99.01180267333984,98.98999786376953,99.01180267333984,99.01180267333984,510,50.0,False
2021-03-04,98.84500122070312,98.84500122070312,98.84500122070312,98.84500122070312,98.84500122070312,2,46.0,False
2021-03-05,98.75,98.76000213623047,98.75,98.76000213623047,98.76000213623047,100,41.0,False
2021-03-08,98.58000183105469,98.58000183105469,98.53050231933594,98.53050231933594,98.53050231933594,101,46.0,False
2021-03-09,98.64199829101562,98.64199829101562,98.625,98.625,98.625,917,53.0,False
2021-03-10,98.73919677734375,98.73919677734375,98.73919677734375,98.73919677734375,98.73919677734375,1,52.0,False
2021-03-11,98.8416976928711,98.8416976928711,98.8416976928711,98.8416976928711,98.8416976928711,1,48.0,False
2021-03-12,98.58000183105469,98.5999984741211,98.58000183105469,98.59259796142578,98.59259796142578,4201,49.0,False
2021-03-15,98.61830139160156,98.61830139160156,98.61830139160156,98.61830139160156,98.61830139160156,1,52.0,False
2021-03-16,98.62940216064453,98.62940216064453,98.62940216064453,98.62940216064453,98.62940216064453,600,48.0,False
2021-03-17,98.54000091552734,98.70149993896484,98.54000091552734,98.70149993896484,98.70149993896484,200,47.0,False
2021-03-18,98.51000213623047,98.5167007446289,98.48979949951172,98.48979949951172,98.48979949951172,2009,49.0,False
2021-03-19,98.47730255126953,98.47730255126953,98.47730255126953,98.47730255126953,98.47730255126953,1,43.0,False
2021-03-22,98.54499816894531,98.56500244140625,98.54499816894531,98.56500244140625,98.56500244140625,108,45.0,False
2021-03-23,98.63999938964844,98.68769836425781,98.63999938964844,98.68769836425781,98.68769836425781,101,46.0,False
2021-03-24,98.72579956054688,98.72579956054688,98.72579956054688,98.72579956054688,98.72579956054688,1,48.0,False
2021-03-25,98.73179626464844,98.73179626464844,98.73179626464844,98.73179626464844,98.73179626464844,10,52.0,False
2021-03-26,98.65899658203125,98.66000366210938,98.63500213623047,98.63500213623047,98.63500213623047,678,43.0,False
2021-03-29,98.5365982055664,98.5365982055664,98.5365982055664,98.5365982055664,98.5365982055664,1,40.0,False
2021-03-30,98.51280212402344,98.51280212402344,98.51280212402344,98.51280212402344,98.51280212402344,1,46.0,False
2021-03-31,98.4800033569336,98.51460266113281,98.4800033569336,98.51460266113281,98.51460266113281,504,44.0,False
2021-04-01,98.5999984741211,98.6449966430664,98.58999633789062,98.6449966430664,98.6449966430664,1604,43.0,False
2021-04-05,98.4990005493164,98.52320098876953,98.4990005493164,98.52320098876953,98.52320098876953,400,43.0,False
2021-04-06,98.63999938964844,98.71089935302734,98.63999938964844,98.71089935302734,98.71089935302734,2001,42.0,False
2021-04-07,98.72000122070312,98.7300033569336,98.72000122070312,98.72160339355469,98.72160339355469,1000,44.0,False
2021-04-08,98.81500244140625,98.81500244140625,98.81500244140625,98.81500244140625,98.81500244140625,1,42.0,False
2021-04-09,98.75569915771484,98.75569915771484,98.75569915771484,98.75569915771484,98.75569915771484,1,36.0,False
2021-04-12,98.70919799804688,98.70919799804688,98.70919799804688,98.70919799804688,98.70919799804688,1,42.0,False
2021-04-13,98.7300033569336,98.8228988647461,98.7300033569336,98.8228988647461,98.8228988647461,1000,58.0,False
2021-04-14,98.80500030517578,98.81089782714844,98.77999877929688,98.81089782714844,98.81089782714844,2271,58.0,False
2021-04-15,99.0199966430664,99.05000305175781,99.00830078125,99.00830078125,99.00830078125,7728,46.0,False
2021-04-16,100.88999938964844,100.88999938964844,98.7699966430664,99.24469757080078,99.24469757080078,4517,49.0,False
2021-04-19,99.12000274658203,99.12999725341797,98.98500061035156,99.1011962890625,99.1011962890625,4561,59.0,False
2021-04-20,98.79000091552734,99.30000305175781,98.79000091552734,99.04409790039062,99.04409790039062,3736,55.0,False
2021-04-21,99.01000213623047,99.01000213623047,98.9000015258789,98.97049713134766,98.97049713134766,997,48.0,False
2021-04-22,98.92500305175781,99.04000091552734,98.86000061035156,99.0009994506836,99.0009994506836,1599,56.0,False
2021-04-23,99.01000213623047,99.01000213623047,98.88009643554688,98.9800033569336,98.9800033569336,1888,87.0,False
2021-04-26,99.0,99.0,98.908203125,98.97000122070312,98.97000122070312,2503,40.0,False
2021-04-27,98.94999694824219,98.94999694824219,98.81999969482422,98.83260345458984,98.83260345458984,1317,32.0,False
2021-04-28,98.87999725341797,98.88639831542969,98.76000213623047,98.88639831542969,98.88639831542969,1002,30.0,False
2021-04-29,98.80999755859375,98.9000015258789,98.80000305175781,98.8550033569336,98.8550033569336,2466,28.0,False
2021-04-30,98.91999816894531,98.93000030517578,98.87999725341797,98.88929748535156,98.88929748535156,1922,28.0,False
2021-05-03,98.91000366210938,98.94499969482422,98.91000366210938,98.9446029663086,98.9446029663086,2307,29.0,False
2021-05-04,98.95999908447266,99.05000305175781,98.95999908447266,98.98500061035156,98.98500061035156,2847,31.0,False
2021-05-05,99.0,99.05999755859375,98.99400329589844,99.05999755859375,99.05999755859375,2950,29.0,False
2021-05-06,99.0999984741211,99.10099792480469,99.03099822998047,99.07499694824219,99.07499694824219,4313,27.0,False
2021-05-07,99.1500015258789,99.21499633789062,99.14749908447266,99.14749908447266,99.14749908447266,1834,25.0,False
2021-05-10,99.19999694824219,99.19999694824219,99.06999969482422,99.11000061035156,99.11000061035156,2968,29.0,False
2021-05-11,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,99.11000061035156,0,28.0,False
2021-07-19,99.66000366210938,99.66500091552734,99.58499908447266,99.65029907226562,99.65029907226562,20415,23.0,False
2021-07-20,99.7073974609375,99.7073974609375,99.7073974609375,99.7073974609375,99.7073974609375,37,29.0,False
2021-07-21,99.55500030517578,99.55500030517578,99.54830169677734,99.54830169677734,99.54830169677734,158,25.0,False
2021-07-22,99.63999938964844,99.64520263671875,99.63819885253906,99.63819885253906,99.63819885253906,203,,
