,Open,High,Low,Close,Adj Close,Volume,Search Interest,Price Difference,Buy
2021-06-17,601.8900146484375,621.469970703125,601.3400268554688,616.5999755859375,616.5999755859375,22701400,38.0,-14.7099609375,0
2021-06-18,613.3699951171875,628.3499755859375,611.7999877929688,623.3099975585938,623.3099975585938,24560900,40.0,-9.94000244140625,0
2021-06-21,624.47998046875,631.3900146484375,608.8800048828125,620.8300170898438,620.8300170898438,24812700,36.0,3.64996337890625,1
2021-06-22,618.25,628.5700073242188,615.5,623.7100219726562,623.7100219726562,19158900,36.0,-5.46002197265625,0
2021-06-23,632.0,657.2000122070312,630.0399780273438,656.5700073242188,656.5700073242188,31099200,53.0,-24.57000732421875,0
2021-06-24,674.989990234375,697.6199951171875,667.6099853515625,679.8200073242188,679.8200073242188,45982400,66.0,-4.83001708984375,0
2021-06-25,689.5800170898438,693.8099975585938,668.7000122070312,671.8699951171875,671.8699951171875,32496700,56.0,17.71002197265625,1
2021-06-28,671.6400146484375,694.7000122070312,670.3200073242188,688.719970703125,688.719970703125,21628200,42.0,-17.0799560546875,0
2021-06-29,684.6500244140625,687.510009765625,675.8900146484375,680.760009765625,680.760009765625,17381300,40.0,3.8900146484375,1
2021-06-30,679.77001953125,692.8099975585938,678.1400146484375,679.7000122070312,679.7000122070312,18924900,43.0,0.07000732421875,1
2021-07-01,683.9199829101562,687.989990234375,672.7999877929688,677.9199829101562,677.9199829101562,18634500,39.0,6.0,1
2021-07-02,678.97998046875,700.0,673.260009765625,678.9000244140625,678.9000244140625,27054500,50.0,0.0799560546875,1
2021-07-06,681.7100219726562,684.0,651.4000244140625,659.5800170898438,659.5800170898438,23284500,43.0,22.1300048828125,1
2021-07-07,664.27001953125,665.7000122070312,638.3200073242188,644.6500244140625,644.6500244140625,18792000,39.0,19.6199951171875,1
2021-07-08,628.3699951171875,654.4299926757812,620.4600219726562,652.8099975585938,652.8099975585938,22773300,36.0,-24.44000244140625,0
2021-07-09,653.1799926757812,658.9099731445312,644.6900024414062,656.9500122070312,656.9500122070312,18118500,39.0,-3.77001953125,0
2021-07-12,662.2000122070312,687.239990234375,662.1599731445312,685.7000122070312,685.7000122070312,25927000,43.0,-23.5,0
2021-07-13,686.3200073242188,693.280029296875,666.2999877929688,668.5399780273438,668.5399780273438,20966100,41.0,17.780029296875,1
2021-07-14,670.75,678.6099853515625,652.8400268554688,653.3800048828125,653.3800048828125,21641200,43.0,17.3699951171875,1
2021-07-15,658.3900146484375,666.1400146484375,637.8800048828125,650.5999755859375,650.5999755859375,20209600,33.0,7.7900390625,1
2021-07-16,654.6799926757812,656.7000122070312,642.2000122070312,644.219970703125,644.219970703125,16339800,32.0,10.46002197265625,1
2021-07-19,629.8900146484375,647.2000122070312,621.2899780273438,646.219970703125,646.219970703125,21297100,36.0,-16.3299560546875,0
2021-07-20,651.989990234375,662.3900146484375,640.5,660.5,660.5,15442700,37.0,-8.510009765625,0
